user_id,precision,recall,hit_rate,hits,relevant_books
21187,0.4,0.26666666666666666,1,4,15
8920,0.1,0.3333333333333333,1,1,3
48544,0.1,0.07692307692307693,1,1,13
27361,0.2,0.15384615384615385,1,2,13
45412,0.0,0.0,0,0,14
39684,0.1,0.058823529411764705,1,1,17
45917,0.0,0.0,0,0,16
36839,0.0,0.0,0,0,12
20053,0.3,0.1875,1,3,16
40976,0.1,0.06666666666666667,1,1,15
14478,0.5,0.2631578947368421,1,5,19
20655,0.2,0.125,1,2,16
28859,0.5,0.2631578947368421,1,5,19
5708,0.0,0.0,0,0,18
26635,0.5,0.5,1,5,10
12241,0.0,0.0,0,0,13
26533,0.4,0.26666666666666666,1,4,15
2894,0.1,0.07692307692307693,1,1,13
17438,0.4,0.21052631578947367,1,4,19
33663,0.4,0.21052631578947367,1,4,19
6690,0.4,0.13333333333333333,1,4,30
51380,0.3,0.15789473684210525,1,3,19
40159,0.1,0.05,1,1,20
7135,0.2,0.125,1,2,16
44411,0.2,0.16666666666666666,1,2,12
52306,0.0,0.0,0,0,11
14289,0.4,0.25,1,4,16
12976,0.3,0.14285714285714285,1,3,21
41686,0.3,0.1875,1,3,16
27983,0.2,0.5,1,2,4
21281,0.0,0.0,0,0,5
51395,0.4,0.21052631578947367,1,4,19
30008,0.3,0.15,1,3,20
33181,0.2,0.11764705882352941,1,2,17
38676,0.4,0.2222222222222222,1,4,18
50427,0.0,0.0,0,0,25
17210,0.0,0.0,0,0,13
8146,0.0,0.0,0,0,7
51365,0.4,0.21052631578947367,1,4,19
45290,0.0,0.0,0,0,9
6374,0.5,0.25,1,5,20
13080,0.1,0.07692307692307693,1,1,13
10292,0.3,0.17647058823529413,1,3,17
37944,0.3,0.14285714285714285,1,3,21
26185,0.5,0.3333333333333333,1,5,15
44034,0.2,0.1111111111111111,1,2,18
34436,0.0,0.0,0,0,13
6995,0.3,0.17647058823529413,1,3,17
35064,0.6,0.24,1,6,25
48578,0.5,0.3125,1,5,16
52960,0.8,0.38095238095238093,1,8,21
28108,0.2,0.08695652173913043,1,2,23
3738,0.4,0.2857142857142857,1,4,14
49472,0.2,0.13333333333333333,1,2,15
8953,0.2,0.2,1,2,10
14818,0.2,0.18181818181818182,1,2,11
22710,0.0,0.0,0,0,12
50061,0.3,0.1875,1,3,16
47137,0.0,0.0,0,0,10
5719,0.2,0.18181818181818182,1,2,11
10682,0.4,0.23529411764705882,1,4,17
26646,0.2,0.2,1,2,10
8240,0.0,0.0,0,0,19
6937,0.4,0.25,1,4,16
4856,0.2,0.11764705882352941,1,2,17
7290,0.3,0.15789473684210525,1,3,19
27822,0.2,0.2,1,2,10
29041,0.5,0.22727272727272727,1,5,22
30430,0.0,0.0,0,0,21
18386,0.1,0.07142857142857142,1,1,14
32537,0.2,0.2857142857142857,1,2,7
46323,0.1,0.1,1,1,10
34039,0.1,0.047619047619047616,1,1,21
34314,0.2,0.2222222222222222,1,2,9
22672,0.1,0.058823529411764705,1,1,17
10310,0.3,0.375,1,3,8
28332,0.2,0.09523809523809523,1,2,21
35299,0.2,0.125,1,2,16
8436,0.4,0.18181818181818182,1,4,22
19559,0.2,0.15384615384615385,1,2,13
39219,0.3,0.21428571428571427,1,3,14
51802,0.5,0.3333333333333333,1,5,15
2099,0.3,0.14285714285714285,1,3,21
14126,0.5,0.2777777777777778,1,5,18
6748,0.2,0.08333333333333333,1,2,24
31939,0.1,0.14285714285714285,1,1,7
48116,0.4,0.5,1,4,8
39815,0.1,0.047619047619047616,1,1,21
13741,0.5,0.29411764705882354,1,5,17
32049,0.1,0.07142857142857142,1,1,14
26388,0.4,0.11764705882352941,1,4,34
27666,0.2,0.125,1,2,16
12937,0.1,0.043478260869565216,1,1,23
48437,0.2,0.1111111111111111,1,2,18
11768,0.4,0.2222222222222222,1,4,18
15173,0.6,0.42857142857142855,1,6,14
31131,0.3,0.125,1,3,24
8932,0.3,0.2727272727272727,1,3,11
25139,0.0,0.0,0,0,19
5730,0.1,0.09090909090909091,1,1,11
34343,0.2,0.15384615384615385,1,2,13
40055,0.4,0.26666666666666666,1,4,15
44461,0.1,0.0625,1,1,16
37633,0.0,0.0,0,0,10
9135,0.0,0.0,0,0,21
5196,0.1,0.09090909090909091,1,1,11
31065,0.3,0.14285714285714285,1,3,21
24341,0.5,0.20833333333333334,1,5,24
50199,0.3,0.16666666666666666,1,3,18
47239,0.1,0.05555555555555555,1,1,18
16515,0.5,0.3125,1,5,16
40517,0.1,1.0,1,1,1
20057,0.4,0.19047619047619047,1,4,21
730,0.0,0.0,0,0,8
48576,0.6,0.2727272727272727,1,6,22
28593,0.0,0.0,0,0,12
11777,0.1,0.2,1,1,5
4327,0.1,0.1111111111111111,1,1,9
5477,0.1,0.0625,1,1,16
6688,0.0,0.0,0,0,7
8666,0.6,0.375,1,6,16
13281,0.1,0.1111111111111111,1,1,9
41631,0.3,0.16666666666666666,1,3,18
27229,0.5,0.23809523809523808,1,5,21
20984,0.2,0.18181818181818182,1,2,11
17466,0.1,0.05,1,1,20
41701,0.3,0.2,1,3,15
39096,0.5,0.45454545454545453,1,5,11
18310,0.3,0.16666666666666666,1,3,18
34380,0.0,0.0,0,0,16
45889,0.0,0.0,0,0,11
30595,0.3,0.16666666666666666,1,3,18
11651,0.3,0.23076923076923078,1,3,13
20508,0.5,0.3125,1,5,16
4811,0.4,0.2222222222222222,1,4,18
32692,0.3,0.23076923076923078,1,3,13
30620,0.0,0.0,0,0,3
48229,0.7,0.4117647058823529,1,7,17
1181,0.2,0.13333333333333333,1,2,15
30490,0.3,0.23076923076923078,1,3,13
38449,0.2,0.125,1,2,16
26530,0.1,0.07142857142857142,1,1,14
44761,0.6,0.2857142857142857,1,6,21
43476,0.4,0.3076923076923077,1,4,13
31755,0.2,0.16666666666666666,1,2,12
24452,0.4,0.25,1,4,16
40413,0.1,0.1,1,1,10
20392,0.2,0.09090909090909091,1,2,22
30304,0.1,0.034482758620689655,1,1,29
9391,0.3,0.2727272727272727,1,3,11
42744,0.2,0.11764705882352941,1,2,17
22168,0.2,0.09523809523809523,1,2,21
7163,0.2,0.2,1,2,10
50173,0.4,0.2857142857142857,1,4,14
32597,0.4,0.36363636363636365,1,4,11
44914,0.1,0.0625,1,1,16
19300,0.2,0.1,1,2,20
33027,0.6,0.3,1,6,20
47903,0.2,0.16666666666666666,1,2,12
1222,0.0,0.0,0,0,16
37007,0.1,0.058823529411764705,1,1,17
45650,0.2,0.18181818181818182,1,2,11
25669,0.1,0.1111111111111111,1,1,9
46257,0.1,0.03571428571428571,1,1,28
51633,0.2,0.18181818181818182,1,2,11
34271,0.3,0.17647058823529413,1,3,17
35750,0.5,0.5,1,5,10
31232,0.2,0.2,1,2,10
7030,0.1,0.05555555555555555,1,1,18
42578,0.3,0.1875,1,3,16
10898,0.2,0.14285714285714285,1,2,14
1609,0.0,0.0,0,0,18
6316,0.1,0.1111111111111111,1,1,9
19453,0.3,0.125,1,3,24
52898,0.1,0.05263157894736842,1,1,19
10282,0.1,0.05555555555555555,1,1,18
6289,0.3,0.21428571428571427,1,3,14
31622,0.1,0.08333333333333333,1,1,12
1320,0.0,0.0,0,0,13
31756,0.2,0.16666666666666666,1,2,12
20283,0.1,0.08333333333333333,1,1,12
35051,0.2,0.16666666666666666,1,2,12
30708,0.0,0.0,0,0,14
7183,0.3,0.3,1,3,10
34233,0.3,0.25,1,3,12
32495,0.4,0.23529411764705882,1,4,17
32538,0.2,0.08695652173913043,1,2,23
46245,0.3,0.15,1,3,20
36094,0.3,0.3333333333333333,1,3,9
33198,0.1,0.1111111111111111,1,1,9
36750,0.4,0.21052631578947367,1,4,19
38948,0.3,0.1875,1,3,16
27523,0.1,0.05263157894736842,1,1,19
16394,0.2,0.09523809523809523,1,2,21
40766,0.3,0.25,1,3,12
38140,0.2,0.09523809523809523,1,2,21
49086,0.2,0.11764705882352941,1,2,17
20113,0.4,0.18181818181818182,1,4,22
31490,0.3,0.125,1,3,24
10911,0.2,0.125,1,2,16
1573,0.1,0.05555555555555555,1,1,18
12155,0.2,0.6666666666666666,1,2,3
25451,0.5,0.2631578947368421,1,5,19
3336,0.4,0.19047619047619047,1,4,21
14342,0.2,0.14285714285714285,1,2,14
51750,0.1,0.07692307692307693,1,1,13
3169,0.1,0.08333333333333333,1,1,12
28727,0.6,0.4,1,6,15
13217,0.3,0.16666666666666666,1,3,18
37822,0.2,0.08695652173913043,1,2,23
5837,0.6,0.3333333333333333,1,6,18
31483,0.0,0.0,0,0,5
15126,0.2,0.10526315789473684,1,2,19
35889,0.1,0.16666666666666666,1,1,6
19216,0.2,0.3333333333333333,1,2,6
30001,0.3,0.1875,1,3,16
42403,0.1,0.08333333333333333,1,1,12
45588,0.2,0.10526315789473684,1,2,19
37515,0.2,0.11764705882352941,1,2,17
20769,0.3,0.21428571428571427,1,3,14
51842,0.4,0.25,1,4,16
7531,0.0,0.0,0,0,15
4270,0.1,0.125,1,1,8
23419,0.2,0.16666666666666666,1,2,12
39970,0.2,0.1111111111111111,1,2,18
6195,0.5,0.35714285714285715,1,5,14
49537,0.2,0.4,1,2,5
53360,0.3,0.25,1,3,12
29889,0.3,0.2727272727272727,1,3,11
39040,0.1,0.1111111111111111,1,1,9
17682,0.4,0.18181818181818182,1,4,22
34569,0.5,0.23809523809523808,1,5,21
7184,0.0,0.0,0,0,18
42733,0.4,0.21052631578947367,1,4,19
51951,0.5,0.25,1,5,20
26260,0.4,0.16,1,4,25
45079,0.1,0.14285714285714285,1,1,7
40306,0.5,0.29411764705882354,1,5,17
9187,0.1,0.2,1,1,5
36541,0.2,0.2222222222222222,1,2,9
19263,0.2,0.09523809523809523,1,2,21
39555,0.0,0.0,0,0,2
23475,0.3,0.1875,1,3,16
45118,1.0,0.5,1,10,20
20876,0.1,0.05555555555555555,1,1,18
48426,0.2,0.1,1,2,20
30460,0.1,0.07692307692307693,1,1,13
6130,0.2,0.1111111111111111,1,2,18
16129,0.2,0.06060606060606061,1,2,33
4098,0.2,0.15384615384615385,1,2,13
48934,0.1,0.0625,1,1,16
544,0.1,0.06666666666666667,1,1,15
33329,0.0,0.0,0,0,24
20006,0.3,0.2,1,3,15
42941,0.2,0.18181818181818182,1,2,11
44220,0.2,0.18181818181818182,1,2,11
43971,0.2,0.3333333333333333,1,2,6
31170,0.3,0.10714285714285714,1,3,28
19124,0.5,0.22727272727272727,1,5,22
2192,0.2,0.08,1,2,25
32758,0.0,0.0,0,0,19
22022,0.4,0.23529411764705882,1,4,17
26261,0.4,0.25,1,4,16
8479,0.1,0.07142857142857142,1,1,14
45561,0.4,0.21052631578947367,1,4,19
7252,0.0,0.0,0,0,13
22056,0.2,0.15384615384615385,1,2,13
14556,0.1,0.058823529411764705,1,1,17
213,0.2,0.2222222222222222,1,2,9
47034,0.1,0.06666666666666667,1,1,15
39218,0.1,0.09090909090909091,1,1,11
25473,0.2,0.10526315789473684,1,2,19
13383,0.1,0.14285714285714285,1,1,7
45392,0.1,0.1,1,1,10
7919,0.0,0.0,0,0,6
34897,0.0,0.0,0,0,7
39916,0.1,0.05263157894736842,1,1,19
44102,0.5,0.22727272727272727,1,5,22
33191,0.5,0.17857142857142858,1,5,28
10124,0.1,0.09090909090909091,1,1,11
26522,0.1,0.1111111111111111,1,1,9
43612,0.3,0.21428571428571427,1,3,14
1176,0.0,0.0,0,0,13
17644,0.4,0.16,1,4,25
48552,0.2,0.14285714285714285,1,2,14
43152,0.0,0.0,0,0,22
1170,0.1,0.0625,1,1,16
22681,0.1,0.05263157894736842,1,1,19
49786,0.8,0.26666666666666666,1,8,30
28121,0.3,0.23076923076923078,1,3,13
891,0.2,0.1,1,2,20
463,0.3,0.2,1,3,15
50778,0.1,0.045454545454545456,1,1,22
33428,0.0,0.0,0,0,9
25840,0.6,0.21428571428571427,1,6,28
11717,0.9,0.34615384615384615,1,9,26
45967,0.1,0.08333333333333333,1,1,12
16613,0.4,0.21052631578947367,1,4,19
16667,0.4,0.23529411764705882,1,4,17
29013,0.4,0.18181818181818182,1,4,22
46164,0.2,0.2857142857142857,1,2,7
27062,0.0,0.0,0,0,7
4673,0.7,0.3181818181818182,1,7,22
47913,0.2,0.10526315789473684,1,2,19
35827,0.5,0.23809523809523808,1,5,21
6940,0.1,0.045454545454545456,1,1,22
2523,0.1,0.07142857142857142,1,1,14
19198,0.3,0.17647058823529413,1,3,17
44508,0.0,0.0,0,0,21
42835,0.2,0.11764705882352941,1,2,17
48574,0.1,0.047619047619047616,1,1,21
44652,0.1,0.05555555555555555,1,1,18
22023,0.0,0.0,0,0,20
30995,0.4,0.2222222222222222,1,4,18
15871,0.4,0.23529411764705882,1,4,17
38734,0.1,0.03571428571428571,1,1,28
11602,0.2,0.2,1,2,10
9353,0.2,0.1,1,2,20
3494,0.1,0.047619047619047616,1,1,21
40705,0.2,0.13333333333333333,1,2,15
38654,0.1,0.037037037037037035,1,1,27
50922,1.0,0.5882352941176471,1,10,17
48062,0.0,0.0,0,0,4
49328,0.7,0.3684210526315789,1,7,19
35280,0.2,0.14285714285714285,1,2,14
25385,0.4,0.2857142857142857,1,4,14
26626,0.5,0.2777777777777778,1,5,18
46367,0.7,0.3333333333333333,1,7,21
30591,0.2,0.08695652173913043,1,2,23
32747,0.3,0.25,1,3,12
5371,0.3,0.1875,1,3,16
48851,0.0,0.0,0,0,18
34250,0.2,0.10526315789473684,1,2,19
21013,0.3,0.23076923076923078,1,3,13
40791,0.0,0.0,0,0,16
5749,0.1,0.07142857142857142,1,1,14
50485,0.2,0.16666666666666666,1,2,12
42361,0.0,0.0,0,0,18
411,0.4,0.5,1,4,8
39658,0.1,0.25,1,1,4
12065,0.0,0.0,0,0,10
29994,0.1,0.07142857142857142,1,1,14
19452,0.1,0.05555555555555555,1,1,18
5565,0.1,0.09090909090909091,1,1,11
47131,0.3,0.1875,1,3,16
9168,0.3,0.21428571428571427,1,3,14
35707,0.0,0.0,0,0,20
15553,0.3,0.21428571428571427,1,3,14
781,0.2,0.1111111111111111,1,2,18
43790,0.7,0.30434782608695654,1,7,23
29318,0.4,0.3076923076923077,1,4,13
11721,0.2,0.18181818181818182,1,2,11
10634,0.3,0.1875,1,3,16
16069,0.2,0.2857142857142857,1,2,7
37953,0.1,0.041666666666666664,1,1,24
14962,0.1,0.06666666666666667,1,1,15
51791,0.1,0.0625,1,1,16
23310,0.1,0.0625,1,1,16
1656,0.0,0.0,0,0,21
15290,0.1,0.07692307692307693,1,1,13
37887,0.2,0.10526315789473684,1,2,19
36778,0.1,0.05555555555555555,1,1,18
32694,0.2,0.125,1,2,16
32931,0.4,0.26666666666666666,1,4,15
35740,0.2,0.1111111111111111,1,2,18
13970,0.3,0.17647058823529413,1,3,17
25447,0.4,0.3333333333333333,1,4,12
42136,0.4,0.2222222222222222,1,4,18
35196,0.6,0.375,1,6,16
36907,0.0,0.0,0,0,1
41574,0.2,0.1,1,2,20
11480,0.6,0.3157894736842105,1,6,19
12192,0.0,0.0,0,0,14
25211,0.3,0.13043478260869565,1,3,23
10092,0.0,0.0,0,0,7
9832,0.1,0.05555555555555555,1,1,18
15614,0.1,0.05,1,1,20
16981,0.1,0.047619047619047616,1,1,21
9106,0.3,0.25,1,3,12
13687,0.4,0.18181818181818182,1,4,22
12965,0.5,0.29411764705882354,1,5,17
43225,0.2,0.14285714285714285,1,2,14
5315,0.2,0.1,1,2,20
40917,0.0,0.0,0,0,17
25445,0.2,0.18181818181818182,1,2,11
37692,0.2,0.16666666666666666,1,2,12
5429,0.3,0.25,1,3,12
39187,0.4,0.26666666666666666,1,4,15
20233,0.2,0.1111111111111111,1,2,18
38089,0.2,0.09090909090909091,1,2,22
11154,0.1,0.047619047619047616,1,1,21
32156,0.1,0.09090909090909091,1,1,11
49119,0.6,0.2857142857142857,1,6,21
49878,0.3,0.21428571428571427,1,3,14
12658,0.5,0.4166666666666667,1,5,12
50526,0.3,0.2,1,3,15
31440,0.2,0.11764705882352941,1,2,17
50234,0.3,0.15,1,3,20
53144,0.4,0.25,1,4,16
50847,0.1,0.0625,1,1,16
5875,0.0,0.0,0,0,16
